text,author,title
πατρὶ φίλῳ καὶ μητρὶ γοήμεναι ἐν μεγάροισιν·,Homer,Iliad
οὐδὲ γὰρ ἣ Προμάχοιο δάμαρ Ἀλεγηνορίδαο,Homer,Iliad
"ἀνδρὶ φίλῳ ἐλθόντι γανύσσεται, ὁππότε κεν δὴ",Homer,Iliad
ἐκ Τροίης σὺν νηυσὶ νεώμεθα κοῦροι Ἀχαιῶν.,Homer,Iliad
"ὣς φάτο, τοὺς δʼ ἄρα πάντας ὑπὸ τρόμος ἔλλαβε γυῖα,",Homer,Iliad
πάπτηνεν δὲ ἕκαστος ὅπῃ φύγοι αἰπὺν ὄλεθρον.,Homer,Iliad
ἔσπετε νῦν μοι Μοῦσαι Ὀλύμπια δώματʼ ἔχουσαι,Homer,Iliad
ὅς τις δὴ πρῶτος βροτόεντʼ ἀνδράγριʼ Ἀχαιῶν,Homer,Iliad
"ἤρατʼ, ἐπεί ῥʼ ἔκλινε μάχην κλυτὸς ἐννοσίγαιος.",Homer,Iliad
Αἴας ῥα πρῶτος Τελαμώνιος Ὕρτιον οὖτα,Homer,Iliad
Γυρτιάδην Μυσῶν ἡγήτορα καρτεροθύμων·,Homer,Iliad
Φάλκην δʼ Ἀντίλοχος καὶ Μέρμερον ἐξενάριξε·,Homer,Iliad
"Μηριόνης δὲ Μόρυν τε καὶ Ἱπποτίωνα κατέκτα,",Homer,Iliad
Τεῦκρος δὲ Προθόωνά τʼ ἐνήρατο καὶ Περιφήτην·,Homer,Iliad
Ἀτρεΐδης δʼ ἄρʼ ἔπειθʼ Ὑπερήνορα ποιμένα λαῶν,Homer,Iliad
"οὖτα κατὰ λαπάρην, διὰ δʼ ἔντερα χαλκὸς ἄφυσσε",Homer,Iliad
δῃώσας· ψυχὴ δὲ κατʼ οὐταμένην ὠτειλὴν,Homer,Iliad
"ἔσσυτʼ ἐπειγομένη, τὸν δὲ σκότος ὄσσε κάλυψε.",Homer,Iliad
πλείστους δʼ Αἴας εἷλεν Ὀϊλῆος ταχὺς υἱός·,Homer,Iliad
οὐ γάρ οἵ τις ὁμοῖος ἐπισπέσθαι ποσὶν ἦεν,Homer,Iliad
"ἀνδρῶν τρεσσάντων, ὅτε τε Ζεὺς ἐν φόβον ὄρσῃ.",Homer,Iliad
αὐτὰρ ἐπεὶ διά τε σκόλοπας καὶ τάφρον ἔβησαν,Homer,Iliad
"φεύγοντες, πολλοὶ δὲ δάμεν Δαναῶν ὑπὸ χερσίν,",Homer,Iliad
οἳ μὲν δὴ παρʼ ὄχεσφιν ἐρητύοντο μένοντες,Homer,Iliad
χλωροὶ ὑπαὶ δείους πεφοβημένοι· ἔγρετο δὲ Ζεὺς,Homer,Iliad
"Ἴδης ἐν κορυφῇσι παρὰ χρυσοθρόνου Ἥρης,",Homer,Iliad
"στῆ δʼ ἄρʼ ἀναΐξας, ἴδε δὲ Τρῶας καὶ Ἀχαιοὺς",Homer,Iliad
"τοὺς μὲν ὀρινομένους, τοὺς δὲ κλονέοντας ὄπισθεν",Homer,Iliad
"Ἀργείους, μετὰ δέ σφι Ποσειδάωνα ἄνακτα·",Homer,Iliad
"Ἕκτορα δʼ ἐν πεδίῳ ἴδε κείμενον, ἀμφὶ δʼ ἑταῖροι",Homer,Iliad
"εἵαθʼ, ὃ δʼ ἀργαλέῳ ἔχετʼ ἄσθματι κῆρ ἀπινύσσων",Homer,Iliad
"αἷμʼ ἐμέων, ἐπεὶ οὔ μιν ἀφαυρότατος βάλʼ Ἀχαιῶν.",Homer,Iliad
"τὸν δὲ ἰδὼν ἐλέησε πατὴρ ἀνδρῶν τε θεῶν τε,",Homer,Iliad
δεινὰ δʼ ὑπόδρα ἰδὼν Ἥρην πρὸς μῦθον ἔειπεν·,Homer,Iliad
ἦ μάλα δὴ κακότεχνος ἀμήχανε σὸς δόλος Ἥρη,Homer,Iliad
"Ἕκτορα δῖον ἔπαυσε μάχης, ἐφόβησε δὲ λαούς.",Homer,Iliad
οὐ μὰν οἶδʼ εἰ αὖτε κακορραφίης ἀλεγεινῆς,Homer,Iliad
πρώτη ἐπαύρηαι καί σε πληγῇσιν ἱμάσσω.,Homer,Iliad
"ἦ οὐ μέμνῃ ὅτε τʼ ἐκρέμω ὑψόθεν, ἐκ δὲ ποδοῖιν",Homer,Iliad
"ἄκμονας ἧκα δύω, περὶ χερσὶ δὲ δεσμὸν ἴηλα",Homer,Iliad
χρύσεον ἄρρηκτον; σὺ δʼ ἐν αἰθέρι καὶ νεφέλῃσιν,Homer,Iliad
"ἐκρέμω· ἠλάστεον δὲ θεοὶ κατὰ μακρὸν Ὄλυμπον,",Homer,Iliad
λῦσαι δʼ οὐκ ἐδύναντο παρασταδόν· ὃν δὲ λάβοιμι,Homer,Iliad
ῥίπτασκον τεταγὼν ἀπὸ βηλοῦ ὄφρʼ ἂν ἵκηται,Homer,Iliad
γῆν ὀλιγηπελέων· ἐμὲ δʼ οὐδʼ ὧς θυμὸν ἀνίει,Homer,Iliad
"ἀζηχὴς ὀδύνη Ἡρακλῆος θείοιο,",Homer,Iliad
τὸν σὺ ξὺν Βορέῃ ἀνέμῳ πεπιθοῦσα θυέλλας,Homer,Iliad
"πέμψας ἐπʼ ἀτρύγετον πόντον κακὰ μητιόωσα,",Homer,Iliad
καί μιν ἔπειτα Κόων δʼ εὖ ναιομένην ἀπένεικας.,Homer,Iliad
τὸν μὲν ἐγὼν ἔνθεν ῥυσάμην καὶ ἀνήγαγον αὖτις,Homer,Iliad
Ἄργος ἐς ἱππόβοτον καὶ πολλά περ ἀθλήσαντα.,Homer,Iliad
"τῶν σʼ αὖτις μνήσω ἵνʼ ἀπολλήξῃς ἀπατάων,",Homer,Iliad
"ὄφρα ἴδῃ ἤν τοι χραίσμῃ φιλότης τε καὶ εὐνή,",Homer,Iliad
ἣν ἐμίγης ἐλθοῦσα θεῶν ἄπο καί μʼ ἀπάτησας.,Homer,Iliad
"ὣς φάτο, ῥίγησεν δὲ βοῶπις πότνια Ἥρη,",Homer,Iliad
καί μιν φωνήσασʼ ἔπεα πτερόεντα προσηύδα·,Homer,Iliad
ἴστω νῦν τόδε Γαῖα καὶ Οὐρανὸς εὐρὺς ὕπερθε,Homer,Iliad
"καὶ τὸ κατειβόμενον Στυγὸς ὕδωρ, ὅς τε μέγιστος",Homer,Iliad
"ὅρκος δεινότατός τε πέλει μακάρεσσι θεοῖσι,",Homer,Iliad
σή θʼ ἱερὴ κεφαλὴ καὶ νωΐτερον λέχος αὐτῶν,Homer,Iliad
"κουρίδιον, τὸ μὲν οὐκ ἂν ἐγώ ποτε μὰψ ὀμόσαιμι·",Homer,Iliad
μὴ διʼ ἐμὴν ἰότητα Ποσειδάων ἐνοσίχθων,Homer,Iliad
"πημαίνει Τρῶάς τε καὶ Ἕκτορα, τοῖσι δʼ ἀρήγει,",Homer,Iliad
"ἀλλά που αὐτὸν θυμὸς ἐποτρύνει καὶ ἀνώγει,",Homer,Iliad
τειρομένους δʼ ἐπὶ νηυσὶν ἰδὼν ἐλέησεν Ἀχαιούς.,Homer,Iliad
αὐτάρ τοι καὶ κείνῳ ἐγὼ παραμυθησαίμην,Homer,Iliad
τῇ ἴμεν ᾗ κεν δὴ σὺ κελαινεφὲς ἡγεμονεύῃς.,Homer,Iliad
"ὣς φάτο, μείδησεν δὲ πατὴρ ἀνδρῶν τε θεῶν τε,",Homer,Iliad
καί μιν ἀμειβόμενος ἔπεα πτερόεντα προσηύδα·,Homer,Iliad
εἰ μὲν δὴ σύ γʼ ἔπειτα βοῶπις πότνια Ἥρη,Homer,Iliad
"ἶσον ἐμοὶ φρονέουσα μετʼ ἀθανάτοισι καθίζοις,",Homer,Iliad
"τώ κε Ποσειδάων γε, καὶ εἰ μάλα βούλεται ἄλλῃ,",Homer,Iliad
αἶψα μεταστρέψειε νόον μετὰ σὸν καὶ ἐμὸν κῆρ.,Homer,Iliad
"ἀλλʼ εἰ δή ῥʼ ἐτεόν γε καὶ ἀτρεκέως ἀγορεύεις,",Homer,Iliad
"ἔρχεο νῦν μετὰ φῦλα θεῶν, καὶ δεῦρο κάλεσσον",Homer,Iliad
"Ἶρίν τʼ ἐλθέμεναι καὶ Ἀπόλλωνα κλυτότοξον,",Homer,Iliad
ὄφρʼ ἣ μὲν μετὰ λαὸν Ἀχαιῶν χαλκοχιτώνων,Homer,Iliad
"ἔλθῃ, καὶ εἴπῃσι Ποσειδάωνι ἄνακτι",Homer,Iliad
"παυσάμενον πολέμοιο τὰ ἃ πρὸς δώμαθʼ ἱκέσθαι,",Homer,Iliad
"Ἕκτορα δʼ ὀτρύνῃσι μάχην ἐς Φοῖβος Ἀπόλλων,",Homer,Iliad
"αὖτις δʼ ἐμπνεύσῃσι μένος, λελάθῃ δʼ ὀδυνάων",Homer,Iliad
"αἳ νῦν μιν τείρουσι κατὰ φρένας, αὐτὰρ Ἀχαιοὺς",Homer,Iliad
"αὖτις ἀποστρέψῃσιν ἀνάλκιδα φύζαν ἐνόρσας,",Homer,Iliad
φεύγοντες δʼ ἐν νηυσὶ πολυκλήϊσι πέσωσι,Homer,Iliad
Πηλεΐδεω Ἀχιλῆος· ὃ δʼ ἀνστήσει ὃν ἑταῖρον,Homer,Iliad
Πάτροκλον· τὸν δὲ κτενεῖ ἔγχεϊ φαίδιμος Ἕκτωρ,Homer,Iliad
Ἰλίου προπάροιθε πολέας ὀλέσαντʼ αἰζηοὺς,Homer,Iliad
"τοὺς ἄλλους, μετὰ δʼ υἱὸν ἐμὸν Σαρπηδόνα δῖον.",Homer,Iliad
τοῦ δὲ χολωσάμενος κτενεῖ Ἕκτορα δῖος Ἀχιλλεύς.,Homer,Iliad
ἐκ τοῦ δʼ ἄν τοι ἔπειτα παλίωξιν παρὰ νηῶν,Homer,Iliad
αἰὲν ἐγὼ τεύχοιμι διαμπερὲς εἰς ὅ κʼ Ἀχαιοὶ,Homer,Iliad
Ἴλιον αἰπὺ ἕλοιεν Ἀθηναίης διὰ βουλάς.,Homer,Iliad
τὸ πρὶν δʼ οὔτʼ ἄρʼ ἐγὼ παύω χόλον οὔτέ τινʼ ἄλλον,Homer,Iliad
ἀθανάτων Δαναοῖσιν ἀμυνέμεν ἐνθάδʼ ἐάσω,Homer,Iliad
"πρίν γε τὸ Πηλεΐδαο τελευτηθῆναι ἐέλδωρ,",Homer,Iliad
"ὥς οἱ ὑπέστην πρῶτον, ἐμῷ δʼ ἐπένευσα κάρητι,",Homer,Iliad
"ἤματι τῷ ὅτʼ ἐμεῖο θεὰ Θέτις ἥψατο γούνων,",Homer,Iliad
λισσομένη τιμῆσαι Ἀχιλλῆα πτολίπορθον.,Homer,Iliad
"ὣς ἔφατʼ, οὐδʼ ἀπίθησε θεὰ λευκώλενος Ἥρη,",Homer,Iliad
βῆ δʼ ἐξ Ἰδαίων ὀρέων ἐς μακρὸν Ὄλυμπον.,Homer,Iliad
"ὡς δʼ ὅτʼ ἂν ἀΐξῃ νόος ἀνέρος, ὅς τʼ ἐπὶ πολλὴν",Homer,Iliad
γαῖαν ἐληλουθὼς φρεσὶ πευκαλίμῃσι νοήσῃ,Homer,Iliad
"ἔνθʼ εἴην ἢ ἔνθα, μενοινήῃσί τε πολλά,",Homer,Iliad
ὣς κραιπνῶς μεμαυῖα διέπτατο πότνια Ἥρη·,Homer,Iliad
"ἵκετο δʼ αἰπὺν Ὄλυμπον, ὁμηγερέεσσι δʼ ἐπῆλθεν",Homer,Iliad
ἀθανάτοισι θεοῖσι Διὸς δόμῳ· οἳ δὲ ἰδόντες,Homer,Iliad
πάντες ἀνήϊξαν καὶ δεικανόωντο δέπασσιν.,Homer,Iliad
"ἣ δʼ ἄλλους μὲν ἔασε, Θέμιστι δὲ καλλιπαρῄῳ",Homer,Iliad
"δέκτο δέπας· πρώτη γὰρ ἐναντίη ἦλθε θέουσα,",Homer,Iliad
καί μιν φωνήσασʼ ἔπεα πτερόεντα προσηύδα·,Homer,Iliad
Ἥρη τίπτε βέβηκας; ἀτυζομένῃ δὲ ἔοικας·,Homer,Iliad
"ἦ μάλα δή σʼ ἐφόβησε Κρόνου πάϊς, ὅς τοι ἀκοίτης.",Homer,Iliad
τὴν δʼ ἠμείβετʼ ἔπειτα θεὰ λευκώλενος Ἥρη·,Homer,Iliad
μή με θεὰ Θέμι ταῦτα διείρεο· οἶσθα καὶ αὐτὴ,Homer,Iliad
οἷος κείνου θυμὸς ὑπερφίαλος καὶ ἀπηνής.,Homer,Iliad
ἀλλὰ σύ γʼ ἄρχε θεοῖσι δόμοις ἔνι δαιτὸς ἐΐσης·,Homer,Iliad
ταῦτα δὲ καὶ μετὰ πᾶσιν ἀκούσεαι ἀθανάτοισιν,Homer,Iliad
οἷα Ζεὺς κακὰ ἔργα πιφαύσκεται· οὐδέ τί φημι,Homer,Iliad
"πᾶσιν ὁμῶς θυμὸν κεχαρησέμεν, οὔτε βροτοῖσιν",Homer,Iliad
"οὔτε θεοῖς, εἴ πέρ τις ἔτι νῦν δαίνυται εὔφρων.",Homer,Iliad
"ἣ μὲν ἄρʼ ὣς εἰποῦσα καθέζετο πότνια Ἥρη,",Homer,Iliad
ὄχθησαν δʼ ἀνὰ δῶμα Διὸς θεοί· ἣ δʼ ἐγέλασσε,Homer,Iliad
"χείλεσιν, οὐδὲ μέτωπον ἐπʼ ὀφρύσι κυανέῃσιν",Homer,Iliad
ἰάνθη· πᾶσιν δὲ νεμεσσηθεῖσα μετηύδα·,Homer,Iliad
νήπιοι οἳ Ζηνὶ μενεαίνομεν ἀφρονέοντες·,Homer,Iliad
ἦ ἔτι μιν μέμαμεν καταπαυσέμεν ἆσσον ἰόντες,Homer,Iliad
ἢ ἔπει ἠὲ βίῃ· ὃ δʼ ἀφήμενος οὐκ ἀλεγίζει,Homer,Iliad
οὐδʼ ὄθεται· φησὶν γὰρ ἐν ἀθανάτοισι θεοῖσι,Homer,Iliad
κάρτεΐ τε σθένεΐ τε διακριδὸν εἶναι ἄριστος.,Homer,Iliad
τὼ ἔχεθʼ ὅττί κεν ὔμμι κακὸν πέμπῃσιν ἑκάστῳ.,Homer,Iliad
ἤδη γὰρ νῦν ἔλπομʼ Ἄρηΐ γε πῆμα τετύχθαι·,Homer,Iliad
υἱὸς γάρ οἱ ὄλωλε μάχῃ ἔνι φίλτατος ἀνδρῶν,Homer,Iliad
"Ἀσκάλαφος, τόν φησιν ὃν ἔμμεναι ὄβριμος Ἄρης.",Homer,Iliad
"ὣς ἔφατʼ, αὐτὰρ Ἄρης θαλερὼ πεπλήγετο μηρὼ",Homer,Iliad
"χερσὶ καταπρηνέσσʼ, ὀλοφυρόμενος δʼ ἔπος ηὔδα·",Homer,Iliad
μὴ νῦν μοι νεμεσήσετʼ Ὀλύμπια δώματʼ ἔχοντες,Homer,Iliad
"τίσασθαι φόνον υἷος ἰόντʼ ἐπὶ νῆας Ἀχαιῶν,",Homer,Iliad
εἴ πέρ μοι καὶ μοῖρα Διὸς πληγέντι κεραυνῷ,Homer,Iliad
κεῖσθαι ὁμοῦ νεκύεσσι μεθʼ αἵματι καὶ κονίῃσιν.,Homer,Iliad
"ὣς φάτο, καί ῥʼ ἵππους κέλετο Δεῖμόν τε Φόβον τε",Homer,Iliad
"ζευγνύμεν, αὐτὸς δʼ ἔντεʼ ἐδύσετο παμφανόωντα.",Homer,Iliad
ἔνθά κʼ ἔτι μείζων τε καὶ ἀργαλεώτερος ἄλλος,Homer,Iliad
"πὰρ Διὸς ἀθανάτοισι χόλος καὶ μῆνις ἐτύχθη,",Homer,Iliad
εἰ μὴ Ἀθήνη πᾶσι περιδείσασα θεοῖσιν,Homer,Iliad
"ὦρτο διὲκ προθύρου, λίπε δὲ θρόνον ἔνθα θάασσε,",Homer,Iliad
"τοῦ δʼ ἀπὸ μὲν κεφαλῆς κόρυθʼ εἵλετο καὶ σάκος ὤμων,",Homer,Iliad
ἔγχος δʼ ἔστησε στιβαρῆς ἀπὸ χειρὸς ἑλοῦσα,Homer,Iliad
χάλκεον· ἣ δʼ ἐπέεσσι καθάπτετο θοῦρον Ἄρηα·,Homer,Iliad
μαινόμενε φρένας ἠλὲ διέφθορας· ἦ νύ τοι αὔτως,Homer,Iliad
"οὔατʼ ἀκουέμεν ἐστί, νόος δʼ ἀπόλωλε καὶ αἰδώς.",Homer,Iliad
οὐκ ἀΐεις ἅ τέ φησι θεὰ λευκώλενος Ἥρη,Homer,Iliad
ἣ δὴ νῦν πὰρ Ζηνὸς Ὀλυμπίου εἰλήλουθεν;,Homer,Iliad
ἦ ἐθέλεις αὐτὸς μὲν ἀναπλήσας κακὰ πολλὰ,Homer,Iliad
"ἂψ ἴμεν Οὔλυμπον δὲ καὶ ἀχνύμενός περ ἀνάγκῃ,",Homer,Iliad
αὐτὰρ τοῖς ἄλλοισι κακὸν μέγα πᾶσι φυτεῦσαι;,Homer,Iliad
αὐτίκα γὰρ Τρῶας μὲν ὑπερθύμους καὶ Ἀχαιοὺς,Homer,Iliad
"λείψει, ὃ δʼ ἡμέας εἶσι κυδοιμήσων ἐς Ὄλυμπον,",Homer,Iliad
μάρψει δʼ ἑξείης ὅς τʼ αἴτιος ὅς τε καὶ οὐκί.,Homer,Iliad
τώ σʼ αὖ νῦν κέλομαι μεθέμεν χόλον υἷος ἑῆος·,Homer,Iliad
ἤδη γάρ τις τοῦ γε βίην καὶ χεῖρας ἀμείνων,Homer,Iliad
"ἢ πέφατʼ, ἢ καὶ ἔπειτα πεφήσεται· ἀργαλέον δὲ",Homer,Iliad
πάντων ἀνθρώπων ῥῦσθαι γενεήν τε τόκον τε.,Homer,Iliad
ὣς εἰποῦσʼ ἵδρυσε θρόνῳ ἔνι θοῦρον Ἄρηα.,Homer,Iliad
Ἥρη δʼ Ἀπόλλωνα καλέσσατο δώματος ἐκτὸς,Homer,Iliad
"Ἶρίν θʼ, ἥ τε θεοῖσι μετάγγελος ἀθανάτοισι,",Homer,Iliad
καί σφεας φωνήσασʼ ἔπεα πτερόεντα προσηύδα·,Homer,Iliad
Ζεὺς σφὼ εἰς Ἴδην κέλετʼ ἐλθέμεν ὅττι τάχιστα·,Homer,Iliad
"αὐτὰρ ἐπὴν ἔλθητε, Διός τʼ εἰς ὦπα ἴδησθε,",Homer,Iliad
ἕρδειν ὅττί κε κεῖνος ἐποτρύνῃ καὶ ἀνώγῃ.,Homer,Iliad
"ἣ μὲν ἄρʼ ὣς εἰποῦσα πάλιν κίε πότνια Ἥρη,",Homer,Iliad
ἕζετο δʼ εἰνὶ θρόνῳ· τὼ δʼ ἀΐξαντε πετέσθην.,Homer,Iliad
"Ἴδην δʼ ἵκανον πολυπίδακα μητέρα θηρῶν,",Homer,Iliad
εὗρον δʼ εὐρύοπα Κρονίδην ἀνὰ Γαργάρῳ ἄκρῳ,Homer,Iliad
ἥμενον· ἀμφὶ δέ μιν θυόεν νέφος ἐστεφάνωτο.,Homer,Iliad
τὼ δὲ πάροιθʼ ἐλθόντε Διὸς νεφεληγερέταο,Homer,Iliad
"στήτην· οὐδέ σφωϊν ἰδὼν ἐχολώσατο θυμῷ,",Homer,Iliad
ὅττί οἱ ὦκʼ ἐπέεσσι φίλης ἀλόχοιο πιθέσθην.,Homer,Iliad
Ἶριν δὲ προτέρην ἔπεα πτερόεντα προσηύδα·,Homer,Iliad
"βάσκʼ ἴθι Ἶρι ταχεῖα, Ποσειδάωνι ἄνακτι",Homer,Iliad
"πάντα τάδʼ ἀγγεῖλαι, μὴ δὲ ψευδάγγελος εἶναι.",Homer,Iliad
παυσάμενόν μιν ἄνωχθι μάχης ἠδὲ πτολέμοιο,Homer,Iliad
ἔρχεσθαι μετὰ φῦλα θεῶν ἢ εἰς ἅλα δῖαν.,Homer,Iliad
"εἰ δέ μοι οὐκ ἐπέεσσʼ ἐπιπείσεται, ἀλλʼ ἀλογήσει,",Homer,Iliad
φραζέσθω δὴ ἔπειτα κατὰ φρένα καὶ κατὰ θυμὸν,Homer,Iliad
μή μʼ οὐδὲ κρατερός περ ἐὼν ἐπιόντα ταλάσσῃ,Homer,Iliad
"μεῖναι, ἐπεί εὑ φημὶ βίῃ πολὺ φέρτερος εἶναι",Homer,Iliad
καὶ γενεῇ πρότερος· τοῦ δʼ οὐκ ὄθεται φίλον ἦτορ,Homer,Iliad
"ἶσον ἐμοὶ φάσθαι, τόν τε στυγέουσι καὶ ἄλλοι.",Homer,Iliad
"ὣς ἔφατʼ, οὐδʼ ἀπίθησε ποδήνεμος ὠκέα Ἶρις,",Homer,Iliad
βῆ δὲ κατʼ Ἰδαίων ὀρέων εἰς Ἴλιον ἱρήν.,Homer,Iliad
ὡς δʼ ὅτʼ ἂν ἐκ νεφέων πτῆται νιφὰς ἠὲ χάλαζα,Homer,Iliad
"ψυχρὴ ὑπὸ ῥιπῆς αἰθρηγενέος Βορέαο,",Homer,Iliad
"ὣς κραιπνῶς μεμαυῖα διέπτατο ὠκέα Ἶρις,",Homer,Iliad
ἀγχοῦ δʼ ἱσταμένη προσέφη κλυτὸν ἐννοσίγαιον·,Homer,Iliad
ἀγγελίην τινά τοι γαιήοχε κυανοχαῖτα,Homer,Iliad
ἦλθον δεῦρο φέρουσα παραὶ Διὸς αἰγιόχοιο.,Homer,Iliad
παυσάμενόν σʼ ἐκέλευσε μάχης ἠδὲ πτολέμοιο,Homer,Iliad
ἔρχεσθαι μετὰ φῦλα θεῶν ἢ εἰς ἅλα δῖαν.,Homer,Iliad
"εἰ δέ οἱ οὐκ ἐπέεσσʼ ἐπιπείσεαι, ἀλλʼ ἀλογήσεις,",Homer,Iliad
ἠπείλει καὶ κεῖνος ἐναντίβιον πολεμίξων,Homer,Iliad
ἐνθάδʼ ἐλεύσεσθαι· σὲ δʼ ὑπεξαλέασθαι ἄνωγε,Homer,Iliad
"χεῖρας, ἐπεὶ σέο φησὶ βίῃ πολὺ φέρτερος εἶναι",Homer,Iliad
καὶ γενεῇ πρότερος· σὸν δʼ οὐκ ὄθεται φίλον ἦτορ,Homer,Iliad
"ἶσόν οἱ φάσθαι, τόν τε στυγέουσι καὶ ἄλλοι.",Homer,Iliad
τὴν δὲ μέγʼ ὀχθήσας προσέφη κλυτὸς ἐννοσίγαιος·,Homer,Iliad
ὢ πόποι ἦ ῥʼ ἀγαθός περ ἐὼν ὑπέροπλον ἔειπεν,Homer,Iliad
εἴ μʼ ὁμότιμον ἐόντα βίῃ ἀέκοντα καθέξει.,Homer,Iliad
τρεῖς γάρ τʼ ἐκ Κρόνου εἰμὲν ἀδελφεοὶ οὓς τέκετο Ῥέα,Homer,Iliad
"Ζεὺς καὶ ἐγώ, τρίτατος δʼ Ἀΐδης ἐνέροισιν ἀνάσσων.",Homer,Iliad
"τριχθὰ δὲ πάντα δέδασται, ἕκαστος δʼ ἔμμορε τιμῆς·",Homer,Iliad
ἤτοι ἐγὼν ἔλαχον πολιὴν ἅλα ναιέμεν αἰεὶ,Homer,Iliad
"παλλομένων, Ἀΐδης δʼ ἔλαχε ζόφον ἠερόεντα,",Homer,Iliad
Ζεὺς δʼ ἔλαχʼ οὐρανὸν εὐρὺν ἐν αἰθέρι καὶ νεφέλῃσι·,Homer,Iliad
γαῖα δʼ ἔτι ξυνὴ πάντων καὶ μακρὸς Ὄλυμπος.,Homer,Iliad
"τώ ῥα καὶ οὔ τι Διὸς βέομαι φρεσίν, ἀλλὰ ἕκηλος",Homer,Iliad
καὶ κρατερός περ ἐὼν μενέτω τριτάτῃ ἐνὶ μοίρῃ.,Homer,Iliad
χερσὶ δὲ μή τί με πάγχυ κακὸν ὣς δειδισσέσθω·,Homer,Iliad
θυγατέρεσσιν γάρ τε καὶ υἱάσι βέλτερον εἴη,Homer,Iliad
"ἐκπάγλοις ἐπέεσσιν ἐνισσέμεν οὓς τέκεν αὐτός,",Homer,Iliad
οἵ ἑθεν ὀτρύνοντος ἀκούσονται καὶ ἀνάγκῃ.,Homer,Iliad
τὸν δʼ ἠμείβετʼ ἔπειτα ποδήνεμος ὠκέα Ἶρις·,Homer,Iliad
οὕτω γὰρ δή τοι γαιήοχε κυανοχαῖτα,Homer,Iliad
"τόνδε φέρω Διὶ μῦθον ἀπηνέα τε κρατερόν τε,",Homer,Iliad
ἦ τι μεταστρέψεις; στρεπταὶ μέν τε φρένες ἐσθλῶν.,Homer,Iliad
οἶσθʼ ὡς πρεσβυτέροισιν Ἐρινύες αἰὲν ἕπονται.,Homer,Iliad
τὴν δʼ αὖτε προσέειπε Ποσειδάων ἐνοσίχθων·,Homer,Iliad
Ἶρι θεὰ μάλα τοῦτο ἔπος κατὰ μοῖραν ἔειπες·,Homer,Iliad
ἐσθλὸν καὶ τὸ τέτυκται ὅτʼ ἄγγελος αἴσιμα εἰδῇ.,Homer,Iliad
ἀλλὰ τόδʼ αἰνὸν ἄχος κραδίην καὶ θυμὸν ἱκάνει,Homer,Iliad
ὁππότʼ ἂν ἰσόμορον καὶ ὁμῇ πεπρωμένον αἴσῃ,Homer,Iliad
νεικείειν ἐθέλῃσι χολωτοῖσιν ἐπέεσσιν.,Homer,Iliad
ἀλλʼ ἤτοι νῦν μέν κε νεμεσσηθεὶς ὑποείξω·,Homer,Iliad
"ἄλλο δέ τοι ἐρέω, καὶ ἀπειλήσω τό γε θυμῷ·",Homer,Iliad
αἴ κεν ἄνευ ἐμέθεν καὶ Ἀθηναίης ἀγελείης,Homer,Iliad
Ἥρης Ἑρμείω τε καὶ Ἡφαίστοιο ἄνακτος,Homer,Iliad
"Ἰλίου αἰπεινῆς πεφιδήσεται, οὐδʼ ἐθελήσει",Homer,Iliad
"ἐκπέρσαι, δοῦναι δὲ μέγα κράτος Ἀργείοισιν,",Homer,Iliad
ἴστω τοῦθʼ ὅτι νῶϊν ἀνήκεστος χόλος ἔσται.,Homer,Iliad
"ὣς εἰπὼν λίπε λαὸν Ἀχαιϊκὸν ἐννοσίγαιος,",Homer,Iliad
"δῦνε δὲ πόντον ἰών, πόθεσαν δʼ ἥρωες Ἀχαιοί.",Homer,Iliad
καὶ τότʼ Ἀπόλλωνα προσέφη νεφεληγερέτα Ζεύς·,Homer,Iliad
ἔρχεο νῦν φίλε Φοῖβε μεθʼ Ἕκτορα χαλκοκορυστήν·,Homer,Iliad
ἤδη μὲν γάρ τοι γαιήοχος ἐννοσίγαιος,Homer,Iliad
οἴχεται εἰς ἅλα δῖαν ἀλευάμενος χόλον αἰπὺν,Homer,Iliad
"ἡμέτερον· μάλα γάρ κε μάχης ἐπύθοντο καὶ ἄλλοι,",Homer,Iliad
οἵ περ ἐνέρτεροί εἰσι θεοὶ Κρόνον ἀμφὶς ἐόντες.,Homer,Iliad
ἀλλὰ τόδʼ ἠμὲν ἐμοὶ πολὺ κέρδιον ἠδέ οἱ αὐτῷ,Homer,Iliad
"ἔπλετο, ὅττι πάροιθε νεμεσσηθεὶς ὑπόειξε",Homer,Iliad
"χεῖρας ἐμάς, ἐπεὶ οὔ κεν ἀνιδρωτί γʼ ἐτελέσθη.",Homer,Iliad
"ἀλλὰ σύ γʼ ἐν χείρεσσι λάβʼ αἰγίδα θυσσανόεσσαν,",Homer,Iliad
τῇ μάλʼ ἐπισσείων φοβέειν ἥρωας Ἀχαιούς·,Homer,Iliad
σοὶ δʼ αὐτῷ μελέτω ἑκατηβόλε φαίδιμος Ἕκτωρ·,Homer,Iliad
"τόφρα γὰρ οὖν οἱ ἔγειρε μένος μέγα, ὄφρʼ ἂν Ἀχαιοὶ",Homer,Iliad
φεύγοντες νῆάς τε καὶ Ἑλλήσποντον ἵκωνται.,Homer,Iliad
"κεῖθεν δʼ αὐτὸς ἐγὼ φράσομαι ἔργον τε ἔπος τε,",Homer,Iliad
ὥς κε καὶ αὖτις Ἀχαιοὶ ἀναπνεύσωσι πόνοιο.,Homer,Iliad
